id,SalePrice
1461,112955.13436418501
1462,142279.8008448639
1463,170169.12752266327
1464,193172.6270279205
1465,200521.20380972468
1466,165151.7965129485
1467,183707.20016597255
1468,162358.9599260638
1469,183670.76804641163
1470,121045.5346724174
1471,169427.8210047537
1472,99445.5163133833
1473,95018.90370898637
1474,137631.3710434403
1475,110997.15269721001
1476,352641.2348502059
1477,244652.59325718688
1478,2.630889587354295e+46
1479,303058.2554099152
1480,468126.31858098524
1481,323250.5115038264
1482,218655.2162548913
1483,169155.16999307202
1484,167797.23697933552
1485,201494.44724552069
1486,189072.91351430013
1487,340286.0832047019
1488,236521.72680777853
1489,187367.59766751967
1490,235010.32770806144
1491,191345.22967719674
1492,85900.09938964428
1493,204007.18825873165
1494,295438.357393909
1495,275927.4927214693
1496,232396.1430463133
1497,173524.90844607394
1498,182033.5532296085
1499,170555.48545447367
1500,3.949934626488357e+19
1501,175238.76221058817
1502,158671.35508124292
1503,282414.74718727317
1504,249981.0190426969
1505,228468.71484247159
1506,188571.25121505826
1507,229982.70364241517
1508,194004.649762005
1509,160928.3785018507
1510,146179.79121799825
1511,156192.98899588754
1512,171318.58026279812
1513,151104.5981296261
1514,178045.03037609192
1515,196112.85655552003
1516,152292.89938782886
1517,159403.72048119214
1518,123202.36271222182
1519,202411.38655276777
1520,129698.13869477937
1521,126229.69642259373
1522,180048.1769791137
1523,106283.5471530802
1524,118568.52939481867
1525,115989.47365346395
1526,104134.60346241888
1527,111964.97174860987
1528,132832.4432439699
1529,152742.9198036601
1530,201690.47151715157
1531,118334.22014120668
1532,127357.32134105977
1533,141292.69509972006
1534,123591.01507233678
1535,133918.9396823398
1536,109780.84843651012
1537,56876.45594022059
1538,145748.9252922757
1539,199939.74838767463
1540,113498.26182262198
1541,135321.2687942941
1542,126936.5997559079
1543,167962.74042270138
1544,90583.72464964271
1545,120073.34974330843
1546,145036.59276609131
1547,132268.70301206486
1548,141959.84865508773
1549,130042.49431705555
1550,138213.55898326353
1551,1.2648233662587723e+32
1552,140253.9427949247
1553,167297.55835193154
1554,118349.42212937023
1555,150231.95323765549
1556,88269.85649581741
1557,111098.59329179596
1558,103834.73963941257
1559,88578.25174145872
1560,126252.03723163327
1561,126652.08228441051
1562,132746.2979433251
1563,7.190912656004235e+25
1564,152063.1698119116
1565,142686.79453731174
1566,238096.77840923783
1567,79128.06172566355
1568,239821.53692507828
1569,116031.6878742944
1570,141931.3200831933
1571,102038.9207040261
1572,128377.85506157149
1573,212792.34688041577
1574,116847.5940007484
1575,227950.7469868343
1576,253971.72660757529
1577,187290.5069872407
1578,149290.92175012943
1579,136739.01709172505
1580,199537.747132079
1581,156014.53633293285
1582,130016.07179334952
1583,273498.9152064075
1584,215717.84397951793
1585,140362.22204922006
1586,64132.66934659283
1587,110427.2691678124
1588,148253.02723972662
1589,92477.58911217055
1590,128291.60481459592
1591,109674.27387815622
1592,108282.97953515354
1593,140682.60473592184
1594,132312.05373703802
1595,127179.57721408115
1596,204974.80734250497
1597,193829.19456643902
1598,224288.88869909322
1599,174637.13967099087
1600,165802.3689260656
1601,72205.23141862443
1602,117786.84281278758
1603,78527.38936425273
1604,253363.36363570383
1605,239851.93026474104
1606,162886.09180417383
1607,176681.09019255886
1608,223943.10977057563
1609,179632.33243269043
1610,148250.56740060291
1611,134766.35957004997
1612,165536.82887779077
1613,165676.63879075382
1614,122648.7057557504
1615,114657.48532468619
1616,96814.34247973576
1617,1.1450789782903854e+18
1618,135188.25840913272
1619,148363.42227739748
1620,153548.66777176058
1621,130462.04863688521
1622,150215.73276742012
1623,256200.70690390718
1624,204314.1739338193
1625,116893.25432756297
1626,168194.58962797973
1627,183559.34753366362
1628,281223.1650224114
1629,180872.57686907783
1630,316903.1444432177
1631,214682.61323775744
1632,225712.40463700576
1633,188333.3950570991
1634,186956.45078273618
1635,176609.0828658474
1636,149584.700165442
1637,189711.86876770182
