id,SalePrice
1461,111264.83746892007
1462,136870.73392032384
1463,165370.35747841824
1464,175603.58212393892
1465,193382.49422655895
1466,169180.3959245116
1467,152049.84383446255
1468,160097.19886471273
1469,172368.0192114012
1470,120412.7114461866
1471,200337.06961435257
1472,101349.72508030222
1473,96430.37928923374
1474,147833.1218348155
1475,132960.9641296496
1476,375150.49655209726
1477,231994.66925212988
1478,260050.43615010587
1479,257483.47217828163
1480,388176.5334480941
1481,311132.6388707533
1482,208328.73411462802
1483,164242.3767285829
1484,172195.57544413424
1485,172195.57544413424
1486,193382.49422655895
1487,295018.3266037138
1488,217025.17478205884
1489,185235.5950571431
1490,197595.79048753626
1491,193382.49422655895
1492,95361.16686076556
1493,170331.92318875657
1494,290592.8189220962
1495,301417.6745119745
1496,228034.96604534774
1497,188746.9782678749
1498,157717.59711721315
1499,165382.99704349387
1500,164242.3767285829
1501,165882.0495204891
1502,157685.75764982548
1503,280505.6562446677
1504,218373.79740389113
1505,217495.20372606756
1506,170331.92318875657
1507,211773.94142631197
1508,165163.52298188154
1509,154247.99755903322
1510,125243.89158062496
1511,134799.94874110605
1512,160097.19886471273
1513,143685.9956383865
1514,160097.19886471273
1515,168658.43221375733
1516,154247.99755903322
1517,136942.0979854877
1518,144229.2312313615
1519,222813.38840618628
1520,111122.2426673163
1521,116988.2555504175
1522,153104.10589823787
1523,98355.17663116845
1524,96430.37928923374
1525,111264.83746892007
1526,106090.04511414014
1527,98355.17663116845
1528,123725.11683260262
1529,125243.89158062496
1530,152798.46948537425
1531,118260.24925596367
1532,103099.73790604676
1533,130866.14083627447
1534,129380.35517803444
1535,158419.23750846923
1536,103746.83216349171
1537,88633.30494436757
1538,185245.91703281357
1539,228034.96604534774
1540,130513.07373909064
1541,152489.89687327718
1542,152019.2349098997
1543,217025.17478205884
1544,89871.47044634398
1545,103099.73790604676
1546,111669.51258735312
1547,128456.66508230055
1548,142386.42025852128
1549,100079.37615255649
1550,144722.60906778908
1551,123725.11683260262
1552,144229.2312313615
1553,160097.19886471273
1554,129380.35517803444
1555,153104.10589823787
1556,90847.53432279605
1557,111122.2426673163
1558,96430.37928923374
1559,125243.89158062496
1560,147833.1218348155
1561,147833.1218348155
1562,106090.04511414014
1563,111264.83746892007
1564,133398.77209413185
1565,140924.81740112603
1566,223984.01622052246
1567,92124.74483131967
1568,192271.21567847047
1569,144229.2312313615
1570,131714.69845557344
1571,140924.81740112603
1572,130866.14083627447
1573,252250.2473046987
1574,92124.74483131967
1575,223984.01622052246
1576,189680.7249213
1577,188829.46181200776
1578,147562.31057223017
1579,143092.10902111535
1580,188829.46181200776
1581,123725.11683260262
1582,103746.83216349171
1583,296894.22784183774
1584,230194.06996370322
1585,147562.31057223017
1586,89569.09097289358
1587,99126.35898046591
1588,123807.98735948905
1589,98968.14516016515
1590,113620.05804036747
1591,92124.74483131967
1592,111122.2426673163
1593,103746.83216349171
1594,136870.73392032384
1595,125243.89158062496
1596,228034.96604534774
1597,164627.83704758334
1598,205920.45632394293
1599,185235.5950571431
1600,189913.21025996906
1601,88382.5572310806
1602,111122.2426673163
1603,72990.28221363839
1604,260050.43615010587
1605,230194.06996370322
1606,130866.14083627447
1607,165163.52298188154
1608,205920.45632394293
1609,185235.5950571431
1610,152489.89687327718
1611,123807.98735948905
1612,160097.19886471273
1613,142121.33589699582
1614,119688.70789526956
1615,98355.17663116845
1616,88226.97239579004
1617,100079.37615255649
1618,100419.81351606626
1619,129743.57485480793
1620,154247.99755903322
1621,129743.57485480793
1622,136870.73392032384
1623,259876.00103479534
1624,200337.06961435257
1625,129522.98582045217
1626,154247.99755903322
1627,172160.0545099637
1628,301858.24046448374
1629,188829.46181200776
