id,SalePrice
1461,172405.63931643017
1462,172405.63931643017
1463,172405.63931643017
1464,172405.63931643017
1465,172405.63931643017
1466,172405.63931643017
1467,172405.63931643017
1468,172405.63931643017
1469,172405.63931643017
1470,172405.63931643017
1471,172405.63931643017
1472,172405.63931643017
1473,172405.63931643017
1474,172405.63931643017
1475,172405.63931643017
1476,172405.63931643017
1477,172405.63931643017
1478,172405.63931643017
1479,172405.63931643017
1480,172405.63931643017
1481,172405.63931643017
1482,172405.63931643017
1483,172405.63931643017
1484,172405.63931643017
1485,172405.63931643017
1486,172405.63931643017
1487,172405.63931643017
1488,172405.63931643017
1489,172405.63931643017
1490,172405.63931643017
1491,172405.63931643017
1492,172405.63931643017
1493,172405.63931643017
1494,172405.63931643017
1495,172405.63931643017
1496,172405.63931643017
1497,172405.63931643017
1498,172405.63931643017
1499,172405.63931643017
1500,172405.63931643017
1501,172405.63931643017
1502,172405.63931643017
1503,172405.63931643017
1504,172405.63931643017
1505,172405.63931643017
1506,172405.63931643017
1507,172405.63931643017
1508,172405.63931643017
1509,172405.63931643017
1510,172405.63931643017
1511,172405.63931643017
1512,172405.63931643017
1513,172405.63931643017
1514,172405.63931643017
1515,172405.63931643017
1516,172405.63931643017
1517,172405.63931643017
1518,172405.63931643017
1519,172405.63931643017
1520,172405.63931643017
1521,172405.63931643017
1522,172405.63931643017
1523,172405.63931643017
1524,172405.63931643017
1525,172405.63931643017
1526,172405.63931643017
1527,172405.63931643017
1528,172405.63931643017
1529,172405.63931643017
1530,172405.63931643017
1531,172405.63931643017
1532,172405.63931643017
1533,172405.63931643017
1534,172405.63931643017
1535,172405.63931643017
1536,172405.63931643017
1537,172405.63931643017
1538,172405.63931643017
1539,172405.63931643017
1540,172405.63931643017
1541,172405.63931643017
1542,172405.63931643017
1543,172405.63931643017
1544,172405.63931643017
1545,172405.63931643017
1546,172405.63931643017
1547,172405.63931643017
1548,172405.63931643017
1549,172405.63931643017
1550,172405.63931643017
1551,172405.63931643017
1552,172405.63931643017
1553,172405.63931643017
1554,172405.63931643017
1555,172405.63931643017
1556,172405.63931643017
1557,172405.63931643017
1558,172405.63931643017
1559,172405.63931643017
1560,172405.63931643017
1561,172405.63931643017
1562,172405.63931643017
1563,172405.63931643017
1564,172405.63931643017
1565,172405.63931643017
1566,172405.63931643017
1567,172405.63931643017
1568,172405.63931643017
1569,172405.63931643017
1570,172405.63931643017
1571,172405.63931643017
1572,172405.63931643017
1573,172405.63931643017
1574,172405.63931643017
1575,172405.63931643017
1576,172405.63931643017
1577,172405.63931643017
1578,172405.63931643017
1579,172405.63931643017
1580,172405.63931643017
1581,172405.63931643017
1582,172405.63931643017
1583,172405.63931643017
1584,172405.63931643017
1585,172405.63931643017
1586,172405.63931643017
1587,172405.63931643017
1588,172405.63931643017
1589,172405.63931643017
1590,172405.63931643017
1591,172405.63931643017
1592,172405.63931643017
1593,172405.63931643017
1594,172405.63931643017
1595,172405.63931643017
1596,172405.63931643017
1597,172405.63931643017
1598,172405.63931643017
1599,172405.63931643017
1600,172405.63931643017
1601,172405.63931643017
1602,172405.63931643017
1603,172405.63931643017
1604,172405.63931643017
1605,172405.63931643017
1606,172405.63931643017
1607,172405.63931643017
1608,172405.63931643017
1609,172405.63931643017
1610,172405.63931643017
1611,172405.63931643017
1612,172405.63931643017
1613,172405.63931643017
1614,172405.63931643017
1615,172405.63931643017
1616,172405.63931643017
1617,172405.63931643017
1618,172405.63931643017
1619,172405.63931643017
1620,172405.63931643017
1621,172405.63931643017
1622,172405.63931643017
1623,172405.63931643017
1624,172405.63931643017
1625,172405.63931643017
1626,172405.63931643017
1627,172405.63931643017
1628,172405.63931643017
1629,172405.63931643017
1630,172405.63931643017
1631,172405.63931643017
1632,172405.63931643017
1633,172405.63931643017
1634,172405.63931643017
1635,172405.63931643017
1636,172405.63931643017
1637,172405.63931643017
1638,172405.63931643017
1639,172405.63931643017
1640,172405.63931643017
1641,172405.63931643017
1642,172405.63931643017
1643,172405.63931643017
1644,172405.63931643017
1645,172405.63931643017
1646,172405.63931643017
1647,172405.63931643017
1648,172405.63931643017
1649,172405.63931643017
1650,172405.63931643017
1651,172405.63931643017
1652,172405.63931643017
1653,172405.63931643017
1654,172405.63931643017
1655,172405.63931643017
1656,172405.63931643017
1657,172405.63931643017
1658,172405.63931643017
1659,172405.63931643017
1660,172405.63931643017
1661,172405.63931643017
1662,172405.63931643017
1663,172405.63931643017
1664,172405.63931643017
1665,172405.63931643017
1666,172405.63931643017
1667,172405.63931643017
1668,172405.63931643017
1669,172405.63931643017
1670,172405.63931643017
1671,172405.63931643017
1672,172405.63931643017
1673,172405.63931643017
1674,172405.63931643017
1675,172405.63931643017
1676,172405.63931643017
1677,172405.63931643017
1678,172405.63931643017
1679,172405.63931643017
1680,172405.63931643017
1681,172405.63931643017
1682,172405.63931643017
1683,172405.63931643017
1684,172405.63931643017
1685,172405.63931643017
1686,172405.63931643017
1687,172405.63931643017
1688,172405.63931643017
1689,172405.63931643017
1690,172405.63931643017
1691,172405.63931643017
1692,172405.63931643017
1693,172405.63931643017
1694,172405.63931643017
1695,172405.63931643017
1696,172405.63931643017
1697,172405.63931643017
1698,172405.63931643017
1699,172405.63931643017
1700,172405.63931643017
1701,172405.63931643017
1702,172405.63931643017
1703,172405.63931643017
1704,172405.63931643017
1705,172405.63931643017
1706,172405.63931643017
1707,172405.63931643017
1708,172405.63931643017
1709,172405.63931643017
1710,172405.63931643017
1711,172405.63931643017
1712,172405.63931643017
1713,172405.63931643017
1714,172405.63931643017
1715,172405.63931643017
1716,172405.63931643017
1717,172405.63931643017
1718,172405.63931643017
1719,172405.63931643017
1720,172405.63931643017
1721,172405.63931643017
1722,172405.63931643017
1723,172405.63931643017
1724,172405.63931643017
1725,172405.63931643017
1726,172405.63931643017
1727,172405.63931643017
1728,172405.63931643017
1729,172405.63931643017
1730,172405.63931643017
1731,172405.63931643017
1732,172405.63931643017
1733,172405.63931643017
1734,172405.63931643017
1735,172405.63931643017
1736,172405.63931643017
1737,172405.63931643017
1738,172405.63931643017
1739,172405.63931643017
1740,172405.63931643017
1741,172405.63931643017
1742,172405.63931643017
1743,172405.63931643017
1744,172405.63931643017
1745,172405.63931643017
1746,172405.63931643017
1747,172405.63931643017
1748,172405.63931643017
1749,172405.63931643017
1750,172405.63931643017
1751,172405.63931643017
1752,172405.63931643017
1753,172405.63931643017
1754,172405.63931643017
1755,172405.63931643017
1756,172405.63931643017
1757,172405.63931643017
1758,172405.63931643017
1759,172405.63931643017
1760,172405.63931643017
1761,172405.63931643017
1762,172405.63931643017
1763,172405.63931643017
1764,172405.63931643017
1765,172405.63931643017
1766,172405.63931643017
1767,172405.63931643017
1768,172405.63931643017
1769,172405.63931643017
1770,172405.63931643017
1771,172405.63931643017
1772,172405.63931643017
1773,172405.63931643017
1774,172405.63931643017
1775,172405.63931643017
1776,172405.63931643017
1777,172405.63931643017
1778,172405.63931643017
1779,172405.63931643017
1780,172405.63931643017
1781,172405.63931643017
1782,172405.63931643017
1783,172405.63931643017
1784,172405.63931643017
1785,172405.63931643017
1786,172405.63931643017
1787,172405.63931643017
1788,172405.63931643017
1789,172405.63931643017
1790,172405.63931643017
1791,172405.63931643017
1792,172405.63931643017
1793,172405.63931643017
1794,172405.63931643017
1795,172405.63931643017
1796,172405.63931643017
1797,172405.63931643017
1798,172405.63931643017
1799,172405.63931643017
1800,172405.63931643017
1801,172405.63931643017
1802,172405.63931643017
1803,172405.63931643017
1804,172405.63931643017
1805,172405.63931643017
1806,172405.63931643017
1807,172405.63931643017
1808,172405.63931643017
1809,172405.63931643017
1810,172405.63931643017
1811,172405.63931643017
1812,172405.63931643017
1813,172405.63931643017
1814,172405.63931643017
1815,172405.63931643017
1816,172405.63931643017
1817,172405.63931643017
1818,172405.63931643017
1819,172405.63931643017
1820,172405.63931643017
1821,172405.63931643017
1822,172405.63931643017
1823,172405.63931643017
1824,172405.63931643017
1825,172405.63931643017
1826,172405.63931643017
1827,172405.63931643017
1828,172405.63931643017
1829,172405.63931643017
1830,172405.63931643017
1831,172405.63931643017
1832,172405.63931643017
1833,172405.63931643017
1834,172405.63931643017
1835,172405.63931643017
1836,172405.63931643017
1837,172405.63931643017
1838,172405.63931643017
1839,172405.63931643017
1840,172405.63931643017
1841,172405.63931643017
1842,172405.63931643017
1843,172405.63931643017
1844,172405.63931643017
1845,172405.63931643017
1846,172405.63931643017
1847,172405.63931643017
1848,172405.63931643017
1849,172405.63931643017
1850,172405.63931643017
1851,172405.63931643017
1852,172405.63931643017
1853,172405.63931643017
1854,172405.63931643017
1855,172405.63931643017
1856,172405.63931643017
1857,172405.63931643017
1858,172405.63931643017
1859,172405.63931643017
1860,172405.63931643017
1861,172405.63931643017
1862,172405.63931643017
1863,172405.63931643017
1864,172405.63931643017
1865,172405.63931643017
1866,172405.63931643017
1867,172405.63931643017
