id,SalePrice
1461,127282.28
1462,160173.67
1463,169836.73
1464,175906.56
1465,200829.69
1466,168204.03
1467,158388.23
1468,156884.14
1469,196436.17
1470,123724.6
1471,203261.75
1472,99747.99
1473,104026.66
1474,145769.48
1475,138261.36
1476,371537.56
1477,258411.08
1478,283879.8
1479,316034.7
1480,419156.1
1481,338710.66
1482,216441.86
1483,169380.11
1484,176373.22
1485,181265.61
1486,201760.36
1487,343281.94
1488,244330.56
1489,191926.53
1490,200590.23
1491,195601.31
1492,103098.06
1493,175351.66
1494,320440.47
1495,320946.34
1496,229891.36
1497,186580.84
1498,168255.69
1499,171063.69
1500,158969.94
1501,160145.11
1502,167141.78
1503,281895.53
1504,245612.69
1505,226076.11
1506,179829.25
1507,219125.67
1508,186686.58
1509,158619.66
1510,144838.14
1511,142998.84
1512,168490.14
1513,134148.77
1514,180349.81
1515,200807.86
1516,151307.11
1517,148999.52
1518,141923.36
1519,216423.7
1520,136627.89
1521,139217.98
1522,170775.98
1523,114565.15
1524,122248.875
1525,125109.76
1526,122749.234
1527,113637.93
1528,134540.06
1529,148152.19
1530,167425.9
1531,121037.055
1532,117647.32
1533,137146.67
1534,123108.21
1535,151161.3
1536,114204.07
1537,81355.56
1538,169136.69
1539,212336.86
1540,116176.914
1541,143956.94
1542,136535.8
1543,204991.6
1544,89890.84
1545,103797.44
1546,121091.664
1547,131157.1
1548,130228.164
1549,112407.01
1550,135570.45
1551,127594.5
1552,138510.67
1553,158313.17
1554,123094.7
1555,162482.39
1556,88559.43
1557,130852.375
1558,94600.17
1559,86859.766
1560,139930.12
1561,137316.94
1562,128483.57
1563,132758.84
1564,156247.17
1565,142642.66
1566,229519.61
1567,82571.195
1568,210473.38
1569,138509.22
1570,138689.23
1571,130289.41
1572,145751.97
1573,233411.89
1574,100577.32
1575,225526.12
1576,200361.95
1577,193193.83
1578,146190.62
1579,138012.38
1580,199117.31
1581,136047.47
1582,126029.94
1583,332679.28
1584,231663.94
1585,140449.92
1586,87237.49
1587,106659.375
1588,139368.89
1589,99052.945
1590,134358.23
1591,114225.2
1592,128328.91
1593,121958.22
1594,145955.89
1595,126198.56
1596,228231.58
1597,176415.78
1598,211126.14
1599,197367.0
1600,195857.78
1601,84979.8
1602,119970.47
1603,93063.99
1604,276483.5
1605,261246.55
1606,149514.52
1607,168942.75
1608,204612.88
1609,191926.53
1610,139499.2
1611,132969.05
1612,160813.47
1613,149154.34
1614,129718.22
1615,103528.14
1616,91339.71
1617,113575.195
1618,124629.37
1619,132143.56
